2025-09-28 16:09:27 | INFO | Logging to file: logs/project_log.log
2025-09-28 16:12:47 | INFO | {'message': 'I just tried recipe! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-28 16:12:47', 'category': 'food', 'sentiment': 0.81, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-28 16:12:52 | INFO | {'message': 'I just saw a meme! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-28 16:12:52', 'category': 'humor', 'sentiment': 0.75, 'keyword_mentioned': 'meme', 'message_length': 33}
2025-09-28 16:12:57 | INFO | {'message': 'I just found a meme! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-28 16:12:57', 'category': 'humor', 'sentiment': 0.58, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-28 16:13:02 | INFO | {'message': 'I just loved game! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-28 16:13:02', 'category': 'gaming', 'sentiment': 0.39, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-28 16:13:07 | INFO | {'message': 'I just found recipe! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-28 16:13:07', 'category': 'food', 'sentiment': 0.91, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-28 16:13:12 | INFO | {'message': 'I just loved an app! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:13:12', 'category': 'other', 'sentiment': 0.12, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 16:13:17 | INFO | {'message': 'I just found Python! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 16:13:17', 'category': 'tech', 'sentiment': 0.27, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-28 16:13:22 | INFO | {'message': 'I just tried recipe! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 16:13:22', 'category': 'food', 'sentiment': 0.54, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-28 16:13:27 | INFO | {'message': 'I just shared recipe! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-28 16:13:27', 'category': 'food', 'sentiment': 0.17, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-28 16:13:32 | INFO | {'message': 'I just shared recipe! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 16:13:32', 'category': 'food', 'sentiment': 0.23, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-28 16:13:37 | INFO | {'message': 'I just shared a story! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-28 16:13:37', 'category': 'other', 'sentiment': 0.73, 'keyword_mentioned': 'other', 'message_length': 39}
2025-09-28 16:13:42 | INFO | {'message': 'I just tried game! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-28 16:13:42', 'category': 'gaming', 'sentiment': 0.71, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-28 16:13:47 | INFO | {'message': 'I just found game! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-28 16:13:47', 'category': 'gaming', 'sentiment': 0.46, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-28 16:13:52 | INFO | {'message': 'I just found a meme! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-28 16:13:52', 'category': 'humor', 'sentiment': 0.55, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-28 16:13:57 | INFO | {'message': 'I just shared a movie! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:13:57', 'category': 'entertainment', 'sentiment': 0.94, 'keyword_mentioned': 'movie', 'message_length': 38}
2025-09-28 16:14:02 | INFO | {'message': 'I just saw travel! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-28 16:14:02', 'category': 'travel', 'sentiment': 0.28, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-28 16:14:07 | INFO | {'message': 'I just shared an app! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 16:14:07', 'category': 'other', 'sentiment': 0.41, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-28 16:14:08 | INFO | Logging to file: logs/project_log.log
2025-09-28 16:14:08 | INFO | Log sanitization enabled, personal info removed
2025-09-28 16:14:12 | INFO | {'message': 'I just shared game! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:14:12', 'category': 'gaming', 'sentiment': 0.88, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-28 16:14:17 | INFO | {'message': 'I just loved a story! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-28 16:14:17', 'category': 'other', 'sentiment': 0.47, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-28 16:14:22 | INFO | {'message': 'I just shared a movie! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-28 16:14:22', 'category': 'entertainment', 'sentiment': 0.43, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-09-28 16:14:27 | INFO | {'message': 'I just tried travel! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 16:14:27', 'category': 'travel', 'sentiment': 0.99, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-28 16:14:32 | INFO | {'message': 'I just saw a meme! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-28 16:14:32', 'category': 'humor', 'sentiment': 0.06, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-28 16:14:37 | INFO | {'message': 'I just loved game! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-28 16:14:37', 'category': 'gaming', 'sentiment': 0.18, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-28 16:14:42 | INFO | {'message': 'I just found recipe! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-28 16:14:42', 'category': 'food', 'sentiment': 0.73, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-28 16:14:47 | INFO | {'message': 'I just found recipe! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 16:14:47', 'category': 'food', 'sentiment': 0.05, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-28 16:14:52 | INFO | {'message': 'I just found an app! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:14:52', 'category': 'other', 'sentiment': 0.73, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-28 16:14:57 | INFO | {'message': 'I just shared recipe! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-28 16:14:57', 'category': 'food', 'sentiment': 0.05, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-28 16:15:00 | INFO | Logging to file: logs/project_log.log
2025-09-28 16:15:00 | INFO | Log sanitization enabled, personal info removed
2025-09-28 16:15:02 | INFO | {'message': 'I just shared travel! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-28 16:15:02', 'category': 'travel', 'sentiment': 0.18, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-09-28 16:15:07 | INFO | {'message': 'I just found Python! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-28 16:15:07', 'category': 'tech', 'sentiment': 0.64, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-28 16:15:12 | INFO | {'message': 'I just loved travel! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-28 16:15:12', 'category': 'travel', 'sentiment': 0.8, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-28 16:15:17 | INFO | {'message': 'I just found Python! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-28 16:15:17', 'category': 'tech', 'sentiment': 0.96, 'keyword_mentioned': 'Python', 'message_length': 36}
2025-09-28 16:15:22 | INFO | {'message': 'I just found travel! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-28 16:15:22', 'category': 'travel', 'sentiment': 0.27, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-28 16:15:27 | INFO | {'message': 'I just saw a meme! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 16:15:27', 'category': 'humor', 'sentiment': 0.45, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-28 16:15:32 | INFO | {'message': 'I just found a meme! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:15:32', 'category': 'humor', 'sentiment': 0.79, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-09-28 16:15:37 | INFO | {'message': 'I just found a movie! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-28 16:15:37', 'category': 'entertainment', 'sentiment': 0.65, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-28 16:15:42 | INFO | {'message': 'I just found travel! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-28 16:15:42', 'category': 'travel', 'sentiment': 0.85, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-09-28 16:15:47 | INFO | {'message': 'I just tried a trick! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-28 16:15:47', 'category': 'other', 'sentiment': 0.35, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 16:15:52 | INFO | {'message': 'I just found a meme! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-28 16:15:52', 'category': 'humor', 'sentiment': 0.78, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-28 16:15:57 | INFO | {'message': 'I just tried recipe! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-28 16:15:57', 'category': 'food', 'sentiment': 0.09, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-28 16:16:02 | INFO | {'message': 'I just saw a meme! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 16:16:02', 'category': 'humor', 'sentiment': 0.6, 'keyword_mentioned': 'meme', 'message_length': 33}
2025-09-28 16:16:07 | INFO | {'message': 'I just shared a meme! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-28 16:16:07', 'category': 'humor', 'sentiment': 0.36, 'keyword_mentioned': 'meme', 'message_length': 38}
2025-09-28 16:16:12 | INFO | {'message': 'I just shared a meme! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 16:16:12', 'category': 'humor', 'sentiment': 0.42, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-09-28 16:16:17 | INFO | {'message': 'I just loved travel! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-28 16:16:17', 'category': 'travel', 'sentiment': 0.65, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-28 16:16:22 | INFO | {'message': 'I just saw JavaScript! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-28 16:16:22', 'category': 'tech', 'sentiment': 0.09, 'keyword_mentioned': 'JavaScript', 'message_length': 36}
2025-09-28 16:16:27 | INFO | {'message': 'I just shared travel! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 16:16:27', 'category': 'travel', 'sentiment': 0.01, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-09-28 16:16:32 | INFO | {'message': 'I just found Python! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 16:16:32', 'category': 'tech', 'sentiment': 0.3, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-28 16:16:37 | INFO | {'message': 'I just tried game! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 16:16:37', 'category': 'gaming', 'sentiment': 0.25, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-28 16:16:42 | INFO | {'message': 'I just found a meme! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 16:16:42', 'category': 'humor', 'sentiment': 0.16, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-09-28 16:16:47 | INFO | {'message': 'I just found Python! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 16:16:47', 'category': 'tech', 'sentiment': 0.3, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-28 16:16:52 | INFO | {'message': 'I just loved recipe! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-28 16:16:52', 'category': 'food', 'sentiment': 0.65, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-28 16:16:57 | INFO | {'message': 'I just found a trick! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-28 16:16:57', 'category': 'other', 'sentiment': 0.83, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 16:17:02 | INFO | {'message': 'I just saw a story! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:17:02', 'category': 'other', 'sentiment': 0.95, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-28 16:17:07 | INFO | {'message': 'I just shared recipe! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-28 16:17:07', 'category': 'food', 'sentiment': 0.85, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-28 16:17:12 | INFO | {'message': 'I just shared JavaScript! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-28 16:17:12', 'category': 'tech', 'sentiment': 0.61, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-28 16:17:17 | INFO | {'message': 'I just tried a story! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-28 16:17:17', 'category': 'other', 'sentiment': 0.64, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 16:17:19 | INFO | Logging to file: logs/project_log.log
2025-09-28 16:17:19 | INFO | Log sanitization enabled, personal info removed
2025-09-28 16:17:19 | INFO | Starting DuckDB db testing.
2025-09-28 16:17:19 | INFO | Using DuckDB file at: data/buzz.duckdb
2025-09-28 16:17:19 | INFO | Calling DuckDB init_db() with {db_path=}.
2025-09-28 16:17:19 | INFO | SUCCESS: Connected to DuckDB.
2025-09-28 16:17:19 | ERROR | ERROR: Failed to initialize DuckDB at data/buzz.duckdb: Parser Error: syntax error at or near "GENERATED"

LINE 3:                 id BIGINT PRIMARY KEY GENERATED ALWAYS AS IDENTITY, -- auto-increment
                                              ^
2025-09-28 16:17:19 | INFO | Calling DuckDB insert_message() with:
2025-09-28 16:17:19 | INFO | message={'message': 'I just shared a meme! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-01-29 14:35:20', 'category': 'humor', 'sentiment': 0.87, 'keyword_mentioned': 'meme', 'message_length': 42}
2025-09-28 16:17:19 | INFO | db_path=WindowsPath('data/buzz.duckdb')
2025-09-28 16:17:20 | ERROR | ERROR: Failed to insert message into DuckDB: Catalog Error: Table with name streamed_messages does not exist!
Did you mean "sqlite_temp_master"?
2025-09-28 16:17:20 | ERROR | ERROR: Verification SELECT failed: Catalog Error: Table with name streamed_messages does not exist!
Did you mean "sqlite_temp_master"?

LINE 3:             FROM streamed_messages
                         ^
2025-09-28 16:17:20 | INFO | Finished DuckDB db testing.
2025-09-28 16:17:22 | INFO | {'message': 'I just found a movie! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:17:22', 'category': 'entertainment', 'sentiment': 0.64, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-09-28 16:17:27 | INFO | {'message': 'I just tried recipe! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-28 16:17:27', 'category': 'food', 'sentiment': 0.5, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-28 16:17:32 | INFO | {'message': 'I just loved a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:17:32', 'category': 'entertainment', 'sentiment': 0.02, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-28 16:17:37 | INFO | {'message': 'I just tried Python! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-28 16:17:37', 'category': 'tech', 'sentiment': 0.66, 'keyword_mentioned': 'Python', 'message_length': 36}
2025-09-28 16:17:42 | INFO | {'message': 'I just saw an app! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-28 16:17:42', 'category': 'other', 'sentiment': 0.36, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 16:17:47 | INFO | {'message': 'I just found Python! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 16:17:47', 'category': 'tech', 'sentiment': 0.79, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-28 16:17:52 | INFO | {'message': 'I just tried game! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-28 16:17:52', 'category': 'gaming', 'sentiment': 0.5, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-28 16:17:57 | INFO | {'message': 'I just saw a meme! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-28 16:17:57', 'category': 'humor', 'sentiment': 0.03, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-28 16:18:02 | INFO | {'message': 'I just loved a trick! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-28 16:18:02', 'category': 'other', 'sentiment': 0.8, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 16:18:07 | INFO | {'message': 'I just loved a movie! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 16:18:07', 'category': 'entertainment', 'sentiment': 0.71, 'keyword_mentioned': 'movie', 'message_length': 38}
2025-09-28 16:18:12 | INFO | {'message': 'I just loved a meme! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-28 16:18:12', 'category': 'humor', 'sentiment': 0.3, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-28 16:18:17 | INFO | {'message': 'I just shared a trick! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-28 16:18:17', 'category': 'other', 'sentiment': 0.41, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-28 16:18:21 | INFO | Logging to file: logs/project_log.log
2025-09-28 16:18:21 | INFO | Log sanitization enabled, personal info removed
2025-09-28 16:18:22 | INFO | {'message': 'I just found a trick! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-28 16:18:22', 'category': 'other', 'sentiment': 0.37, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-28 16:18:27 | INFO | {'message': 'I just found game! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 16:18:27', 'category': 'gaming', 'sentiment': 0.82, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-28 16:18:32 | INFO | {'message': 'I just tried a trick! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-28 16:18:32', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 16:18:37 | INFO | {'message': 'I just found JavaScript! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-28 16:18:37', 'category': 'tech', 'sentiment': 0.51, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-28 16:18:42 | INFO | {'message': 'I just loved game! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-28 16:18:42', 'category': 'gaming', 'sentiment': 0.57, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-28 16:18:47 | INFO | {'message': 'I just loved a trick! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-28 16:18:47', 'category': 'other', 'sentiment': 0.0, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-28 16:18:52 | INFO | {'message': 'I just tried Python! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 16:18:52', 'category': 'tech', 'sentiment': 0.34, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-28 16:18:57 | INFO | {'message': 'I just saw a movie! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 16:18:57', 'category': 'entertainment', 'sentiment': 0.34, 'keyword_mentioned': 'movie', 'message_length': 33}
2025-09-28 16:19:02 | INFO | {'message': 'I just saw travel! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-28 16:19:02', 'category': 'travel', 'sentiment': 0.13, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-28 16:19:07 | INFO | {'message': 'I just tried travel! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-28 16:19:07', 'category': 'travel', 'sentiment': 0.02, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-28 16:19:12 | INFO | {'message': 'I just found Python! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 16:19:12', 'category': 'tech', 'sentiment': 0.31, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-28 16:19:17 | INFO | {'message': 'I just saw a movie! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-28 16:19:17', 'category': 'entertainment', 'sentiment': 0.64, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-09-28 16:19:22 | INFO | {'message': 'I just saw recipe! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-28 16:19:22', 'category': 'food', 'sentiment': 0.32, 'keyword_mentioned': 'recipe', 'message_length': 32}
2025-09-28 16:19:27 | INFO | {'message': 'I just shared a trick! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-28 16:19:27', 'category': 'other', 'sentiment': 0.66, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-28 16:19:32 | INFO | {'message': 'I just saw JavaScript! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-28 16:19:32', 'category': 'tech', 'sentiment': 0.09, 'keyword_mentioned': 'JavaScript', 'message_length': 36}
2025-09-28 16:19:37 | INFO | {'message': 'I just loved a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-28 16:19:37', 'category': 'entertainment', 'sentiment': 0.3, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-09-28 16:19:42 | INFO | {'message': 'I just shared a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:19:42', 'category': 'entertainment', 'sentiment': 0.65, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-09-28 16:19:47 | INFO | {'message': 'I just saw a movie! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-28 16:19:47', 'category': 'entertainment', 'sentiment': 0.86, 'keyword_mentioned': 'movie', 'message_length': 34}
2025-09-28 16:19:52 | INFO | {'message': 'I just loved a movie! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-28 16:19:52', 'category': 'entertainment', 'sentiment': 0.49, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-28 16:19:57 | INFO | {'message': 'I just loved a meme! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:19:57', 'category': 'humor', 'sentiment': 0.93, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-09-28 16:20:02 | INFO | {'message': 'I just found an app! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 16:20:02', 'category': 'other', 'sentiment': 0.64, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-28 16:20:07 | INFO | {'message': 'I just saw game! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:20:07', 'category': 'gaming', 'sentiment': 0.38, 'keyword_mentioned': 'game', 'message_length': 30}
2025-09-28 16:20:12 | INFO | {'message': 'I just loved Python! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-28 16:20:12', 'category': 'tech', 'sentiment': 0.85, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-28 16:20:17 | INFO | {'message': 'I just loved a trick! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 16:20:17', 'category': 'other', 'sentiment': 0.72, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 16:20:22 | INFO | {'message': 'I just shared recipe! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 16:20:22', 'category': 'food', 'sentiment': 0.4, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-28 16:20:27 | INFO | {'message': 'I just shared a meme! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:20:27', 'category': 'humor', 'sentiment': 0.39, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-28 16:20:32 | INFO | {'message': 'I just saw an app! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:20:32', 'category': 'other', 'sentiment': 0.87, 'keyword_mentioned': 'other', 'message_length': 32}
2025-09-28 16:20:37 | INFO | {'message': 'I just saw a meme! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-28 16:20:37', 'category': 'humor', 'sentiment': 0.14, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-28 16:20:42 | INFO | {'message': 'I just saw a story! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 16:20:42', 'category': 'other', 'sentiment': 0.85, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-28 16:20:47 | INFO | {'message': 'I just found a story! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 16:20:47', 'category': 'other', 'sentiment': 0.82, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-28 16:20:52 | INFO | {'message': 'I just found game! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:20:52', 'category': 'gaming', 'sentiment': 0.59, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-28 16:20:57 | INFO | {'message': 'I just loved Python! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-28 16:20:57', 'category': 'tech', 'sentiment': 0.75, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-28 16:21:02 | INFO | {'message': 'I just found an app! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 16:21:02', 'category': 'other', 'sentiment': 0.02, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 16:21:07 | INFO | {'message': 'I just tried JavaScript! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-28 16:21:07', 'category': 'tech', 'sentiment': 0.28, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-28 16:21:12 | INFO | {'message': 'I just loved JavaScript! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 16:21:12', 'category': 'tech', 'sentiment': 0.45, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-28 16:21:17 | INFO | {'message': 'I just loved a story! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-28 16:21:17', 'category': 'other', 'sentiment': 0.02, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-28 16:21:22 | INFO | {'message': 'I just found an app! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-28 16:21:22', 'category': 'other', 'sentiment': 0.39, 'keyword_mentioned': 'other', 'message_length': 37}
